id,Title,Type,Date,Source,link
331,Statement by Luxembourg at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Luxembourg,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Luxembourg-Fr.pdf
332,Statement by Liechtenstein at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Liechtenstein,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Liechtenstein.pdf
333,Statement by Japan at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Japan,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Japan.pdf
334,Statement by Italy at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Italy,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Italy.pdf
335,Statement by Israel at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Israel,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Israel.pdf
336,Statement by the United Kingdom at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,United Kingdom,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-UK.pdf
337,Statement on behalf of the Group of Friends on the Responsibility to Protect at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Official Statement,2015-09-08 00:00:00,UN Group of Friends of the Responsibility to Protect,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-GOF.pdf
338,Statement by Venezuela at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Venezuela,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Venezuela-Sp.pdf
339,Statement by Vanuatu at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Vanuatu,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Vanuatu.pdf
340,Statement by Uruguay at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Uruguay,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Uruguay-Sp.pdf
341,Statement by Turkey at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Turkey,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Turkey.pdf
342,Statement by the United States at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,United States,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-US.pdf
343,Statement by the UN Secretary-General at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Official Statement,2015-09-08 00:00:00,UN Secretary-General,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-UNSG.pdf
344,Statement by the Syrian Arab Republic at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Syria,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Syria-En.pdf
345,Statement by the Russian Federation at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Russia,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Russia.pdf
346,Statement by the Republic of Korea at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Republic of Korea,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-RoK.pdf
347,Statement by the Philippines at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Philippines,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Philippines.pdf
348,Statement by the Netherlands at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Netherlands,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Netherlands.pdf
349,Fulfilling our Responsibility to Protect in Yemen,Official Statement,2015-08-14 00:00:00,Office of the UN Special Advisers on Genocide Prevention and the Responsibility to Protect,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-Aug-SAStatement-Yemen.pdf
350,Statement by the UN Special Advisers on the Prevention of Genocide and the Responsibility to Protect and the UN Special Rapporteurs on Minority Issues and Freedom of Religion or Belief on the situation in Syria,Official Statement,2015-06-12 00:00:00,UN Special Advisers on the Prevention of Genocide and the Responsibility to Protect and the UN Special Rapporteurs on Minority Issues and Freedom of Religion or Belief,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-June-SAStatement-Syria.pdf
351,"Statement by the UN Special Advisers on the Prevention of Genocide and the Responsibility to Protect on the situation in Yemen, April 2015",Official Statement,2015-04-09 00:00:00,Office of the UN Special Advisers on Genocide Prevention and the Responsibility to Protect,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-Apr-SAStatement-Yemen.pdf
352,"Statement by the UN Special Advisers on the Prevention of Genocide and the Responsibility to Protect on the situation in Yarmouk, Syria, April 2015",Official Statement,2015-04-09 00:00:00,Office of the UN Special Advisers on Genocide Prevention and the Responsibility to Protect,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-Apr-SAStatement-Syria.pdf
353,"Statement by the UN Special Advisers on the Prevention of Genocide and the Responsibility to Protect on the situation in Kobane, Syria, October 2014",Official Statement,2014-10-10 00:00:00,Office of the UN Special Advisers on Genocide Prevention and the Responsibility to Protect,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-Oct-SAStatement-Syria.pdf
354,Statement by The Netherlands at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Netherlands,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Netherlands.pdf
355,Statement by the European Union at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,EU,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-EU.pdf
356,Statement by the Democratic People's Republic of Korea at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Democratic People's Republic of Korea,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-DPRK.pdf
357,Statement by the Asia-Pacific Centre for R2P at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Official Statement,2014-09-08 00:00:00,Asia-Pacific Center for the Responsibility to Protect,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-APR2P.pdf
358,Statement by Thailand at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Thailand,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Thailand.pdf
359,Statement by Syria at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Syria,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Syria.pdf
360,Statement by Switzerland at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Switzerland,https://www.globalr2p.org/wp-content/uploads/2020/01/214-IID-Switzerland-Fr-En.pdf
361,Statement by Spain at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Spain,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Spain-Sp.pdf
362,Statement by Slovenia at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Slovenia,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Slovenia.pdf
363,Statement by Slovakia at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Slovakia,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Slovakia.pdf
364,Statement by Sierra Leone at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Sierra Leone,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Sierra-Leone.pdf
365,Statement by Rwanda at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Rwanda,https://www.globalr2p.org/wp-content/uploads/2020/01/20014-IID-Rwanda.pdf
366,Statement by Romania at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Romania,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Romania.pdf
367,Statement by Qatar at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Qatar,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Qatar.pdf
368,Statement by Peru at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Peru,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Peru.pdf
369,Statement by Paraguay at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Paraguay,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Paraguay-En.pdf
370,Statement by Pakistan at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Pakistan,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Pakistan.pdf
371,Statement by Norway at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Norway,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Norway.pdf
372,Statement by Nigeria at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Nigeria,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Nigeria.pdf
373,Statement by New Zealand at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,New Zealand,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-New-Zealand.pdf
374,Statement by Estonia on behalf of Latvia and Lithuania at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Estonia,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Estonia.pdf
375,Statement by Egypt at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Egypt,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Egypt.pdf
376,Statement by Ecuador at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Ecuador,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Ecuador.pdf
377,Statement by Denmark at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Denmark,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Denmark.pdf
378,Statement by the Czech Republic at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Czech Republic,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Czech-Republic.pdf
379,Statement by Cuba at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Cuba,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Cuba-Sp.pdf
380,Statement by Côte d'Ivoire at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Ivory Coast,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-CDI-Fr.pdf
381,Statement by Costa Rica at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Costa Rica,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Costa-Rica-Sp.pdf
382,Statement by China at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,China,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-China.pdf
383,Statement by Canada at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Canada,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Canada-En.pdf
384,Statement by Namibia at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Namibia,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Namibia.pdf
385,Statement by Myanmar at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Myanmar,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Myanmar.pdf
386,Statement by Burundi at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Burundi,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Burundi-Fr.pdf
387,Statement by Morocco at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Morocco,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Morocco.pdf
388,Statement by Montenegro at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Montenegro,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Montenegro.pdf
389,Statement by Brazil at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Brazil,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Brazil-Prepared.pdf
390,Statement by Botswana at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Botswana,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Botswana.pdf
391,Statement by Mexico at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Mexico,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Mexico-Sp.pdf
392,Statement by Bolivia at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Bolivia,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Bolivia.pdf
393,Statement by Malaysia at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Malaysia,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Malaysia.pdf
394,Statement by Belgium at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Belgium,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Belgium.pdf
395,Statement by Belarus at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Belarus,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Belarus.pdf
396,Statement by Luxembourg at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Luxembourg,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Luxembourg-Fr.pdf
397,Statement by Azerbaijan at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Azerbaijan,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Azerbaijan.pdf
398,Statement by Liechtenstein at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Liechtenstein,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Liechtenstein.pdf
399,Statement by Australia at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Australia,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Australia.pdf
400,Statement by Armenia at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Armenia,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Armenia.pdf
401,Statement by Italy at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Italy,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Italy.pdf
402,Statement by Albania at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Albania,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Albania.pdf
403,Statement by Israel at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Israel,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Israel.pdf
404,Statement by Iran at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Iran,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Iran.pdf
405,Statement by Indonesia at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Indonesia,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Indonesia.pdf
406,Statement by India at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,India,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-India.pdf
407,Statement by ICRtoP at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Official Statement,2014-09-08 00:00:00,International Coalition for the Responsibility to Protect,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-ICRtoP.pdf
408,Statement by Venezuela at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Venezuela,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Venezuela.pdf
409,Statement by Hungary at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Hungary,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Hungary.pdf
410,Statement by Uruguay at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Uruguay,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Uruguay-Sp.pdf
411,Statement by Guatemala at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Guatemala,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Guatemala.pdf
412,Statement by Ukraine at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Ukraine,https://www.globalr2p.org/wp-content/uploads/2014/09/2014-IID-Ukraine.pdf
413,Statement by Germany at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Germany,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Germany.pdf
414,Statement by Turkey at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Turkey,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Turkey.pdf
415,Statement by Georgia at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Georgia,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Georgia.pdf
416,Statement by the United States of America at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,United States,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-US.pdf
417,Statement by France at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,France,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-France-Fr.pdf
418,Statement by the United Kingdom at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,United Kingdom,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-UK.pdf
419,Statement by Finland at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Finland,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Finland.pdf
420,Statement by the Russian Federation at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Russia,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Russia.pdf
421,Statement by the Republic of Korea at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Republic of Korea,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-ROK.pdf
422,"Statement by the President of the General Assembly, John Ashe, at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect",Official Statement,2014-09-08 00:00:00,President of the UN General Assembly,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-PGA.pdf
423,Statement by the Philippines at the 2014 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2014-09-08 00:00:00,Philippines,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-IID-Philippines.pdf
424,"Statement by the UN Special Advisers on the Prevention of Genocide and the Responsibility to Protect on the situation in Iraq, August 2014",Official Statement,2014-08-12 00:00:00,Office of the UN Special Advisers on Genocide Prevention and the Responsibility to Protect,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-Aug-SAStatement-Iraq.pdf
425,"Statement by the UN Special Advisers on the Prevention of Genocide and the Responsibility to Protect on the situation in Israel and in the Palestinian Occupied Territory of Gaza Strip, July 2014",Official Statement,2014-07-24 00:00:00,Office of the UN Special Advisers on Genocide Prevention and the Responsibility to Protect,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-July-SAStatement-IOPT.pdf
426,"Statement by the UN Special Advisers on the Prevention of Genocide and the Responsibility to Protect on the situation in Iraq, June 2014",Official Statement,2014-06-18 00:00:00,Office of the UN Special Advisers on Genocide Prevention and the Responsibility to Protect,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-June-SAStatement-Iraq.pdf
427,"Statement by the UN Special Adviser for the Prevention of Genocide on the Situation in South Sudan, May 2014",Official Statement,2014-05-02 00:00:00,Office of the UN Special Advisers on Genocide Prevention and the Responsibility to Protect,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-May-SAStatement-South-Sudan.pdf
428,"Media Briefing by Adama Dieng, UN Special Adviser on the Prevention of Genocide on his Mission to South Sudan",Official Statement,2014-04-30 00:00:00,Office of the UN Special Advisers on Genocide Prevention and the Responsibility to Protect,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-Apr-SAStatement-South-Sudan.pdf
429,Statement by the UN Special Adviser on the Prevention of Genocide at the UN Security Council Arria meeting on Inter-communities Dialogue and prevention of crimes in the Central African Republic,Official Statement,2014-03-14 00:00:00,Office of the UN Special Advisers on Genocide Prevention and the Responsibility to Protect,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-Mar-SAStatement-CAR-En.pdf
430,"Statement by the UN Special Adviser on the Prevention of Genocide on the human rights and humanitarian dimensions of the crisis in the Central African Republic, January 2014",Official Statement,2014-01-22 00:00:00,Office of the UN Special Advisers on Genocide Prevention and the Responsibility to Protect,https://www.globalr2p.org/wp-content/uploads/2020/01/2014-Jan-SAStatement-UNSC-CAR.pdf
431,Statement by Armenia at the 2013 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2013-09-11 00:00:00,Armenia,https://www.globalr2p.org/wp-content/uploads/2020/01/2013-IID-Armenia.pdf
432,Statement by Argentina at the 2013 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2013-09-11 00:00:00,Argentina,https://www.globalr2p.org/wp-content/uploads/2020/01/2013-IID-Argentina-Sp-En.pdf
433,Remarks by the Secretary-General at the 2013 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Official Statement,2013-09-11 00:00:00,UN Secretary-General,https://www.globalr2p.org/wp-content/uploads/2020/01/2013-IID-UNSG.pdf
434,Remarks by the Deputy Secretary-General at the 2013 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Official Statement,2013-09-11 00:00:00,UN Deputy Secretary-General,https://www.globalr2p.org/wp-content/uploads/2020/01/2013-IID-DSG.pdf
435,Statement by Finland at the 2013 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2013-09-11 00:00:00,Finland,https://www.globalr2p.org/wp-content/uploads/2020/01/2013-IID-Finland.pdf
436,Statement by Estonia at the 2013 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2013-09-11 00:00:00,Estonia,https://www.globalr2p.org/wp-content/uploads/2020/01/2013-IID-Estonia.pdf
437,Statement by Egypt at the 2013 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2013-09-11 00:00:00,Egypt,https://www.globalr2p.org/wp-content/uploads/2020/01/2013-IID-Egypt.pdf
438,Statement by Ecuador at the 2013 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2013-09-11 00:00:00,Ecuador,https://www.globalr2p.org/wp-content/uploads/2020/01/2013-IID-Ecuador-En.pdf
439,Statement by Denmark at the 2013 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2013-09-11 00:00:00,Denmark,https://www.globalr2p.org/wp-content/uploads/2020/01/2013-IID-Denmark.pdf
440,Statement by Czech Republic at the 2013 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2013-09-11 00:00:00,Czech Republic,https://www.globalr2p.org/wp-content/uploads/2020/01/2013-IID-Czech-Republic.pdf
441,Statement by Cuba at the 2013 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2013-09-11 00:00:00,Cuba,https://www.globalr2p.org/wp-content/uploads/2020/01/2013-IID-Cuba.pdf
442,Statement by Côte d'Ivoire at the 2013 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2013-09-11 00:00:00,Ivory Coast,https://www.globalr2p.org/wp-content/uploads/2020/01/2013-IID-CDI.pdf
443,Statement by Costa Rica at the 2013 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2013-09-11 00:00:00,Costa Rica,https://www.globalr2p.org/wp-content/uploads/2020/01/2013-IID-Costa-Rica.pdf
444,Statement by China at the 2013 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2013-09-11 00:00:00,China,https://www.globalr2p.org/wp-content/uploads/2020/01/2013-IID-China.pdf
445,Statement by Chile at the 2013 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2013-09-11 00:00:00,Chile,https://www.globalr2p.org/wp-content/uploads/2020/01/2013-IID-Chile-Sp.pdf
446,Statement by Italy at the 2013 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2013-09-11 00:00:00,Italy,https://www.globalr2p.org/wp-content/uploads/2020/01/2013-IID-Italy.pdf
447,Statement by Canada at the 2013 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2013-09-11 00:00:00,Canada,https://www.globalr2p.org/wp-content/uploads/2020/01/2013-IID-Canada.pdf
448,Statement by Burundi at the 2013 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2013-09-11 00:00:00,Global Centre for the Responsibility to Protect,https://www.globalr2p.org/wp-content/uploads/2020/01/2013-IID-Burundi-Fr.pdf
449,Statement by Brazil at the 2013 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2013-09-11 00:00:00,Brazil,https://www.globalr2p.org/wp-content/uploads/2020/01/2013-IID-Brazil.pdf
